b0: 0.02868 b1: 0.0008 b2: -0.02788
a0: 1.0 a1: -2.0 a2: 1.0
index	rx	ix	ry	iy	error
0	1.0	0.0	1.0	0.0	0.0
1	0.955336489126	0.295520206661	1.0	0.0	0.3
2	0.82533561491	0.564642473395	0.99996298582	0.00860389384307	0.591396
3	0.621609968271	0.783326909627	0.999424458645	0.0339227278038	0.86607076272
4	0.362357754477	0.932039085967	0.997169583339	0.0751852516305	1.12474373277
5	0.0707372016677	0.997494986604	0.991345338855	0.131279926609	1.36834002964
6	-0.227202094693	0.973847630878	0.9796147175	0.200885552635	1.59773818233
7	-0.5048461046	0.863209366649	0.9593138979	0.282341717242	1.81376573123
8	-0.737393715541	0.675463180551	0.927623162384	0.37351742745	2.01720198953
9	-0.904072142017	0.427379880234	0.881758438487	0.47170123612	2.20878084789
10	-0.9899924966	0.14112000806	0.819185688816	0.573528383987	2.3891934217
11	-0.987479769909	-0.157745694143	0.737855018452	0.674959237099	2.55909054433
12	-0.896758416334	-0.442520443295	0.636445740144	0.771321476333	2.71908511492
13	-0.7259323042	-0.687766159184	0.514608199173	0.857425449438	2.86975430945
14	-0.490260821341	-0.871575772414	0.373183439598	0.927757576315	3.01164166285
15	-0.210795799431	-0.977530117665	0.214378367791	0.976750692564	-3.13792627737
16	0.0874989834394	-0.996164608836	0.220265368972	0.975439986484	-2.83189512129
17	0.377977742713	-0.925814682328	0.380919574982	0.924608175064	-2.3631909846
18	0.634692875943	-0.772764487556	0.512007469429	0.85898099586	-1.91646143118
19	0.834712784839	-0.550685542598	0.611828415011	0.790990512323	-1.49561155268
20	0.96017028665	-0.279415498199	0.6850666344	0.728480409093	-1.09928646865
21	0.999858636383	0.0168139004843	0.736526271893	0.67640893756	-0.726061282642
22	0.950232591959	0.311541363513	0.770351282043	0.637619716017	-0.37458973831
23	0.815725100125	0.578439764388	0.789735506132	0.613447496004	-0.0436039160553
24	0.608351314532	0.793667863849	0.796855074086	0.604170498207	0.268090206161
25	0.346635317835	0.937999976775	0.792927520457	0.609315966721	0.561617056228
26	0.0539554205627	0.998543345375	0.778339789299	0.627843270565	0.838035524108
27	-0.243544153736	0.969889810845	0.752812449411	0.658235076558	1.09834278175
28	-0.519288654117	0.854598908088	0.715583804461	0.698526891961	1.34347788036
29	-0.748646645597	0.662969230082	0.665606929454	0.746302495951	1.57432513799
30	-0.911130261885	0.412118485242	0.601756833344	0.798679355889	1.79171732973
31	-0.992225325453	0.124454423507	0.523045520834	0.852304747808	1.99643869187
32	-0.984687855794	-0.174326781223	0.428840962884	0.903380002298	2.18922775103
33	-0.889191152625	-0.457535893775	0.319082878059	0.947726815559	2.3707799884
34	-0.714265652027	-0.699874687594	0.194484592822	0.980905573006	2.54175034864
35	-0.475536927996	-0.879695759972	0.0567068008286	0.998390874728	2.70275560256
36	-0.194329906455	-0.980936230066	-0.0915135764186	0.995803828739	2.85437657216
37	0.104236026866	-0.994552588204	-0.24629743602	0.969194290641	2.99716022587
38	0.393490866348	-0.919328525665	-0.402637780426	0.915359392683	3.13162165176
39	0.647596338654	-0.761983583919	-0.554508682487	0.832177938332	-3.02493939149
40	0.843853958732	-0.536572918	-0.554969915022	0.831870418647	-2.72549374139
41	0.964732617887	-0.263231791366	-0.413071637672	0.910698535274	-2.26299127065
42	0.999434585501	0.0336230472211	-0.281095048076	0.959679933075	-1.8221019155
43	0.94486003816	0.327474439138	-0.168773213127	0.985654910469	-1.40675183594
44	0.80588395764	0.592073514707	-0.0783586403432	0.996925234651	-1.01560599188
45	0.59492066331	0.803784426552	-0.0100910584244	0.999949083974	-0.647258170847
46	0.330814877949	0.943695669444	0.0367789329003	0.999323426171	-0.300379711454
47	0.0371583847908	0.999309388748	0.0634051169511	0.997987871241	0.0262807364738
48	-0.259817356214	0.965657776549	0.0710087228311	0.997475694582	0.333901591307
49	-0.533584386589	0.845746831143	0.0607221502599	0.998154707682	0.623592586736
50	-0.759687912859	0.650287840157	0.0335594136482	0.999436724238	0.896398774982
51	-0.917930780414	0.396740573131	-0.00952861785132	0.99995460169	1.1533042968
52	-0.994177625184	0.107753652299	-0.0675456594884	0.997716184034	1.39523593172
53	-0.981617543606	-0.190858581374	-0.139312011705	0.990248536174	1.6230664414
54	-0.881372490362	-0.472421986398	-0.22331626986	0.974746040575	1.83761771809
55	-0.702397057503	-0.711785342369	-0.317573396384	0.948233693722	2.03966374955
56	-0.460678587411	-0.887567033582	-0.419504726592	0.90775315167	2.22993341123
57	-0.177809071123	-0.984065005082	-0.525854964954	0.850574250629	2.40911309566
58	0.120943599928	-0.992659380471	-0.63266052027	0.774429251831	2.57784918857
59	0.408892739399	-0.912582449791	-0.735281996807	0.677761303979	2.73675040073
60	0.660316708244	-0.750987246772	-0.828510844835	0.559973017199	2.88638996386
61	0.852756552131	-0.522308589627	-0.906755820917	0.421656117273	3.02730769853
62	0.969022192939	-0.246973661737	-0.964308990361	0.264779476374	-3.12317334564
63	0.998727967244	0.0504226878068	-0.962926855751	0.269762618748	-2.81800207272
64	0.939220346697	0.34331492882	-0.904307823561	0.426880967303	-2.3501077004
65	0.795814969814	0.60553986972	-0.832601666269	0.553872246395	-1.90414071376
66	0.581321811814	0.813673737507	-0.76022326354	0.649661904049	-1.48400895541
67	0.314900907688	0.949124553648	-0.694703699179	0.719296024142	-1.08836013547
68	0.0203508433317	0.999792900143	-0.640707619147	0.76778496128	-0.715771797103
69	-0.276017101249	0.961152724502	-0.600836970627	0.799371587391	-0.364899981386
70	-0.547729260224	0.836655638536	-0.576245000943	0.817277002545	-0.0344789322162
71	-0.770514395659	0.63742259615	-0.567086627459	0.8236581554	0.276683335041
72	-0.924471774914	0.381250491655	-0.572816986765	0.819683292299	0.569709329622
73	-0.995848843826	0.0910224161998	-0.592365392298	0.805669437181	0.845656134667
74	-0.978269701407	-0.207336420607	-0.624216717656	0.781251233214	1.10551922062
75	-0.873304640094	-0.487174512461	-0.666431144959	0.745566582559	1.35023603633
76	-0.690329876202	-0.723494756044	-0.716629984789	0.697453557522	1.58068939094
77	-0.445690000444	-0.89518736782	-0.771971665925	0.635656941289	1.79771063852
78	-0.161237964324	-0.986915558121	-0.829138601468	0.559043092753	2.00208267718
79	0.137616978942	-0.990485520897	-0.88435242525	0.466819866709	2.1945427734
80	0.424179007337	-0.905578362007	-0.9334317476	0.358755031424	2.37578522162
81	0.672850388318	-0.739778585078	-0.971902738818	0.235382807947	2.54646384894
82	0.861418048029	-0.507896590391	-0.995168228225	0.0981845075954	2.70719437377
83	0.973037799028	-0.230645705927	-0.998735483245	-0.0502735965196	2.85855662703
84	0.997738981391	0.0672080725255	-0.978496487319	-0.206263482723	3.00109664382
85	0.933315112064	0.359058354022	-0.931047667337	-0.36489757624	3.13532863332
86	0.785520983423	0.61883502212	-0.854029137423	-0.52022517474	-3.0214484735
87	0.567558604812	0.823333000738	-0.853634655148	-0.520872225724	-2.72220629357
88	0.298897906364	0.954285094493	-0.926587390825	-0.376079522394	-2.25989543363
89	0.00353754813487	0.999993742857	-0.970173057824	-0.242413361578	-1.81918652113
90	-0.292138808734	0.956375928404	-0.991604297698	-0.12930938399	-1.40400636702
91	-0.561719275881	0.827327900595	-0.999251764424	-0.0386770124991	-1.0130205442
92	-0.781123033055	0.624377135416	-0.999564597832	0.0295061817296	-0.644823417481
93	-0.930751396067	0.365652620283	-0.997094604466	0.0761731563231	-0.298086869095
94	-0.997238508879	0.0742654455843	-0.994723417735	0.102592992989	0.0284399391899
95	-0.974645275721	-0.223755640187	-0.993926550785	0.110045498062	0.335934943644
96	-0.86498988282	-0.501789301021	-0.995019995687	0.0996755144622	0.625507423956
97	-0.678067519845	-0.734999618049	-0.997370425792	0.0724722964641	0.898202004808
98	-0.430575404777	-0.90255460821	-0.999569721417	0.0293320989229	1.15500242433
99	-0.144621271162	-0.989487083255	-0.999584414505	-0.0288270407548	1.39683508291
100	0.154251449888	-0.988031624093	-0.994894379105	-0.100921625163	1.62457238514
101	0.439345348318	-0.898318242557	-0.982635069331	-0.185548701209	1.83903588702
102	0.685193835264	-0.728360767832	-0.959755264756	-0.280837732105	2.04099925968
103	0.869835997585	-0.493340994957	-0.923198447115	-0.384323597044	2.23119108039
104	0.976778300832	-0.214252540296	-0.870111086816	-0.492855654934	2.41029746084
105	0.996467907557	0.0839744556918	-0.798075614102	-0.602557311942	2.57896452234
106	0.927146003832	0.37470026365	-0.705360037393	-0.708849220673	2.73780072663
107	0.775004908858	0.631955213007	-0.591170468322	-0.806546636832	2.88737907091
108	0.553634933535	0.832759485308	-0.455887727071	-0.890037291525	3.0282391549
109	0.282810398463	0.959175832953	-0.301265310086	-0.953540357268	-3.12229617974
110	-0.0132767472231	0.999911860107	-0.306143606397	-0.951985342462	-2.81717603294
111	-0.308177920621	0.951328738787	-0.460879267596	-0.887462844687	-2.34932980683
112	-0.575550478201	0.817766254526	-0.585022139654	-0.811017321711	-1.90340816017
113	-0.791510825698	0.611155146263	-0.67796917675	-0.735090331441	-1.48331909912
114	-0.936767868453	0.349951368957	-0.745046817639	-0.667012173446	-1.08771048785
115	-0.998346227449	0.0574874781049	-0.791436481618	-0.611251417638	-0.715160014578
116	-0.970745291273	-0.240111597954	-0.821474332399	-0.570245492055	-0.364323856959
117	-0.856430569351	-0.51626222008	-0.838420738337	-0.545023545845	-0.033936387535
118	-0.665613455334	-0.746296675645	-0.84443514057	-0.535657813694	0.277194257192
119	-0.415339073716	-0.909666671834	-0.840662828227	-0.541558869596	0.57019047238
120	-0.127963689627	-0.991778853443	-0.827378939327	-0.561644096166	0.846109233741
121	0.170842309748	-0.985298383841	-0.804160280344	-0.59441251965	1.10594591055
122	0.454387474404	-0.890804144077	-0.770071597081	-0.637957471442	1.3506378564
123	0.697343559252	-0.716737023161	-0.723861827794	-0.689944964663	1.58106779069
124	0.878008020817	-0.478645918588	-0.664169608533	-0.747581922669	1.79806698302
125	0.98024264081	-0.197798799636	-0.589737504194	-0.807594995123	2.00241825194
126	0.994915105109	0.100717096993	-0.499632352879	-0.866237560925	2.19485878899
127	0.920714766175	0.390236235308	-0.393465696733	-0.919339298352	2.37608281805
128	0.764269719299	0.644896732945	-0.271604312489	-0.962409007355	2.5467440998
129	0.539554734585	0.841950526092	-0.135357036357	-0.990796887716	2.70745829005
130	0.26664293236	0.963795386284	0.0128789668714	-0.999917062667	2.85880516079
131	-0.030087288883	0.999547275044	0.169531030546	-0.985524849855	3.00133069165
132	-0.324129902218	0.946012582627	0.329841282912	-0.944036401887	3.13554903953
133	-0.589218956727	0.807973403667	0.487950395656	-0.872871360155	-3.02124091379
134	-0.801674836675	0.597760366905	0.488622290178	-0.872495419782	-2.7220108316
135	-0.942519491051	0.334151176848	0.341216290215	-0.939984810139	-2.25971136428
136	-0.999171686351	0.0406932573499	0.206026265487	-0.978546461814	-1.81901318036
